SPID,SID,PID,Quantity,Price,ShipDate
8534.0,958,923,32,332.87,2013-08-14
8535.0,13,713,483,484.76,2012-11-19
8536.0,282,913,76,106.92,2014-01-11
8537.0,1194,627,492,469.71,2015-02-01
8538.0,54,509,39,409.21,2012-11-05
8539.0,806,821,521,379.77,2012-10-28
8540.0,287,544,423,288.7,2013-03-15
8541.0,626,55,60,426.18,2014-01-17
8542.0,385,367,3,308.95,2012-10-07
8543.0,692,1044,41,142.61,2014-11-26
8544.0,797,993,274,226.62,2014-05-15
8545.0,372,1076,252,427.53,2013-08-28
8546.0,377,739,604,312.4,2012-04-28
8547.0,198,863,16,312.89,2013-08-13
8548.0,824,1197,41,31.27,2014-09-15
8549.0,971,380,332,257.18,2014-10-12
8550.0,328,253,50,497.2,2014-02-23
8551.0,37,971,6,105.06,2013-07-04
8552.0,1181,583,46,336.05,2012-07-29
8553.0,875,1006,37,282.64,2013-04-01
8554.0,716,550,54,283.65,2014-05-26
8555.0,1008,1093,91,53.22,2014-09-26
8556.0,487,317,44,467.54,2013-01-11
8557.0,890,1007,43,366.08,2014-09-15
8558.0,1153,179,539,252.26,2013-05-15
8559.0,845,51,288,87.24,2012-11-03
8560.0,314,1051,16,211.78,2012-11-10
8561.0,124,361,13,421.85,2012-09-25
8562.0,712,634,635,479.34,2013-04-02
8563.0,461,692,674,307.87,2014-06-11
8564.0,231,42,42,100.34,2012-08-26
8565.0,918,249,9,476.3,2013-03-01
8566.0,612,328,19,348.04,2012-03-17
8567.0,720,833,379,390.04,2015-01-03
8568.0,895,399,16,263.77,2012-04-14
8569.0,519,427,4,467.98,2014-03-12
8570.0,752,625,302,171.52,2012-03-14
8571.0,749,392,9,144.44,2012-08-24
8572.0,343,247,64,258.9,2013-01-21
8573.0,310,233,412,185.54,2013-01-11
8574.0,1060,909,67,114.95,2014-04-23
8575.0,207,347,14,225.63,2014-12-04
8576.0,255,958,11,132.22,2013-11-05
8577.0,22,188,512,15.45,2014-09-28
8578.0,852,331,39,411.71,2013-08-01
8579.0,780,1114,404,160.34,2012-08-09
8580.0,510,889,450,417.64,2014-04-19
8581.0,924,686,56,189.96,2012-10-31
8582.0,310,907,38,155.58,2012-05-18
8583.0,425,868,394,279.29,2014-08-18
8584.0,986,225,154,205.68,2012-12-07
8585.0,352,917,191,146.23,2013-05-15
8586.0,538,807,43,359.13,2014-03-05
8587.0,793,802,505,223.89,2012-05-10
8588.0,468,879,33,357.52,2013-11-08
8589.0,53,673,353,177.63,2013-08-23
8590.0,512,845,22,326.43,2013-12-29
8591.0,146,610,686,113.99,2014-07-26
8592.0,975,921,460,406.76,2013-02-08
8593.0,1036,1198,70,296.39,2012-09-20
8594.0,866,1068,78,394.58,2013-05-04
8595.0,1157,776,6,179.72,2012-03-28
8596.0,1018,844,607,134.39,2014-07-13
8597.0,758,1051,49,34.79,2013-07-14
8598.0,11,851,482,179.48,2012-02-01
8599.0,634,134,22,54.0,2015-01-12
8600.0,195,618,257,404.13,2013-01-21
8601.0,58,189,44,290.38,2013-06-09
8602.0,818,677,615,16.82,2012-12-14
8603.0,75,893,10,54.55,2012-08-31
8604.0,644,761,48,303.77,2014-10-27
8605.0,397,551,14,297.57,2013-05-27
8606.0,1052,302,16,145.85,2012-11-19
8607.0,184,221,49,346.85,2013-01-28
8608.0,769,210,401,452.69,2012-07-12
8609.0,757,388,302,360.16,2013-06-10
8610.0,282,1185,148,176.48,2012-04-29
8611.0,187,695,70,232.2,2012-12-25
8612.0,397,884,201,53.89,2013-01-08
8613.0,464,1187,362,55.9,2014-12-16
8614.0,572,1069,1,459.01,2012-03-04
8615.0,892,355,641,99.17,2012-06-08
8616.0,577,203,34,243.13,2014-10-14
8617.0,779,26,669,363.6,2014-03-16
8618.0,416,342,64,384.09,2014-02-07
8619.0,821,501,61,186.36,2012-08-21
8620.0,133,368,234,223.0,2014-08-14
8621.0,161,901,145,216.48,2014-05-31
8622.0,785,1094,56,485.7,2012-08-08
8623.0,757,1044,698,479.24,2014-10-04
8624.0,201,1053,21,211.53,2012-09-20
8625.0,889,628,582,230.09,2012-05-22
8626.0,957,274,514,151.3,2012-11-05
8627.0,230,213,328,421.48,2014-05-15
8628.0,1118,1030,39,236.12,2013-06-12
8629.0,781,328,53,146.13,2013-03-11
8630.0,621,134,46,447.86,2012-02-10
8631.0,233,706,298,350.14,2012-03-02
8632.0,745,993,38,154.53,2012-12-21
8633.0,499,710,34,205.78,2014-09-06
8634.0,1175,805,577,333.58,2013-05-30
8635.0,273,10,224,495.32,2012-07-15
8636.0,504,248,45,463.18,2012-04-25
8637.0,1188,1059,687,128.5,2014-03-08
8638.0,249,315,37,189.16,2012-06-25
8639.0,41,604,587,352.52,2012-01-25
8640.0,922,116,456,475.59,2013-12-08
8641.0,903,561,258,322.83,2012-04-25
8643.0,1041,258,415,354.84,2014-06-26
8644.0,1179,821,148,341.72,2013-06-26
8645.0,953,290,642,290.29,2014-01-20
8646.0,498,408,57,242.74,2013-06-15
8647.0,1002,161,99,466.56,2014-03-15
8648.0,448,481,159,332.28,2013-09-30
8649.0,374,866,144,409.68,2014-09-12
8650.0,351,115,331,434.95,2014-04-16
8651.0,745,432,542,107.66,2013-04-05
8652.0,974,454,43,419.61,2013-03-22
8653.0,122,548,314,469.44,2013-12-07
8654.0,465,356,322,214.67,2012-09-01
8655.0,322,605,62,118.68,2013-04-17
8656.0,1086,314,381,82.33,2014-12-30
8657.0,387,1055,5,308.0,2012-12-31
8658.0,105,773,308,309.88,2013-03-14
8659.0,783,939,62,81.75,2013-05-13
8660.0,647,220,272,126.88,2014-03-23
8661.0,342,524,572,471.34,2012-06-24
8662.0,977,800,432,472.42,2014-02-08
8663.0,383,173,52,42.61,2013-07-15
8664.0,618,72,20,404.78,2012-05-15
8665.0,968,254,40,230.7,2012-08-09
8666.0,413,979,199,51.61,2014-07-01
8668.0,344,977,328,63.47,2012-09-18
8669.0,734,208,73,86.54,2014-01-15
8670.0,982,1023,23,441.29,2014-05-19
8671.0,1181,506,265,445.05,2013-12-28
8672.0,435,749,25,71.35,2012-05-21
8673.0,174,914,216,60.77,2012-01-25
8674.0,797,201,536,452.93,2013-02-10
8675.0,506,752,614,252.88,2013-03-21
8676.0,650,146,383,218.32,2014-02-06
8677.0,1175,1152,632,179.1,2013-12-14
8678.0,1008,1133,46,240.76,2012-10-21
8679.0,539,642,666,366.31,2014-05-22
8680.0,703,572,121,74.81,2012-02-29
8681.0,250,1193,570,168.03,2014-09-16
8682.0,1148,386,652,175.7,2012-05-15
8683.0,822,869,485,143.81,2014-08-31
8684.0,694,868,502,152.51,2013-08-17
8685.0,1184,555,41,237.05,2013-10-15
8686.0,116,430,12,85.64,2013-12-09
8687.0,1152,36,226,175.49,2013-09-07
8688.0,242,575,66,86.37,2012-06-17
8689.0,391,703,29,45.73,2012-12-15
8690.0,850,254,63,244.58,2014-04-22
8691.0,1034,840,15,478.17,2013-01-23
8692.0,834,283,13,456.56,2013-06-26
8693.0,233,412,575,421.76,2012-03-04
8694.0,748,1018,170,293.49,2012-08-06
8695.0,156,727,17,381.83,2013-04-16
8696.0,978,26,520,470.55,2014-11-14
8697.0,583,951,4,19.71,2013-02-04
8698.0,735,842,576,467.15,2013-12-20
8699.0,655,411,64,453.5,2014-08-31
8700.0,193,183,52,123.76,2013-09-02
8701.0,504,719,28,378.06,2012-01-27
8702.0,115,1116,122,154.68,2012-05-08
8703.0,956,152,27,497.5,2013-04-12
8704.0,145,16,545,73.95,2012-09-04
8705.0,1138,439,12,259.824016013485,2014-11-10
8706.0,791,410,436,242.78,2013-07-05
8707.0,1158,336,575,119.16,2012-09-15
8708.0,1052,810,680,309.33,2014-03-16
8709.0,5,994,194,167.54,2013-12-09
8710.0,322,337,92,424.46,2014-01-07
8712.0,376,849,392,36.11,2012-01-20
8713.0,995,800,293,366.03,2014-01-10
8714.0,1151,1016,45,471.7,2014-12-26
8715.0,1070,248,43,203.9,2013-05-26
8716.0,650,1143,60,217.29,2014-04-25
8717.0,793,827,33,377.3,2014-08-25
8718.0,53,262,55,439.61,2012-04-22
8719.0,237,450,97,122.03,2013-09-21
8720.0,31,922,386,308.23,2014-11-09
8721.0,1192,156,454,437.4,2015-01-16
8722.0,838,473,333,447.26,2012-12-22
8723.0,633,749,67,415.48,2012-05-30
8724.0,664,175,2,74.71,2012-04-22
8725.0,679,844,680,181.01,2013-04-30
8726.0,552,397,21,305.46,2013-06-24
8727.0,824,602,548,71.78,2014-03-08
8728.0,648,816,171,178.08,2013-10-07
8729.0,1195,149,74,207.57,2014-02-09
8730.0,43,790,1,464.57,2013-06-18
8731.0,127,165,393,419.71,2012-08-26
8732.0,408,628,654,279.45,2012-09-19
8733.0,170,824,67,176.05,2012-10-31
8734.0,110,1116,221,357.1,2012-05-27
8735.0,779,638,15,407.72,2014-03-01
8736.0,487,237,13,237.13,2014-08-14
8737.0,764,70,54,282.81,2014-12-07
8738.0,587,2,529,283.12,2014-01-28
8739.0,1001,1001,205,59.21,2014-11-26
8740.0,535,70,28,408.04,2012-03-23
8741.0,267,42,574,319.99,2014-12-15
8742.0,575,345,103,446.59,2013-12-29
8743.0,901,1037,18,334.6,2013-07-01
8744.0,301,849,650,53.05,2013-06-26
8745.0,892,828,590,365.78,2013-04-13
8746.0,888,337,404,203.08,2013-02-07
8747.0,916,706,477,309.56,2014-03-28
8748.0,1038,177,265,39.57,2014-07-12
8749.0,753,1067,37,390.04,2012-08-20
8750.0,253,1061,6,258.64,2014-08-02
8751.0,1144,973,12,163.84,2014-09-16
8752.0,1156,657,500,409.2,2014-10-30
8753.0,875,743,48,217.49,2012-11-17
8754.0,523,466,91,259.824016013485,2014-09-08
8755.0,213,784,308,80.47,2012-02-21
8756.0,1086,646,52,196.39,2014-04-21
8757.0,110,891,23,42.82,2013-03-17
8758.0,857,744,55,403.31,2013-10-04
8759.0,1134,972,545,281.32,2013-08-09
8760.0,308,869,72,314.55,2013-03-07
8762.0,1103,865,78,495.07,2013-10-18
8763.0,1194,486,4,195.76,2014-02-28
8764.0,164,1114,451,242.03,2014-10-07
8765.0,981,1112,59,354.16,2012-07-06
8766.0,277,499,462,187.11,2014-12-18
8767.0,201,582,10,203.69,2014-07-30
8768.0,562,140,408,64.22,2013-06-15
8769.0,666,1061,76,311.33,2013-08-03
8770.0,1016,821,486,415.19,2012-06-28
8771.0,442,1128,37,84.91,2013-03-14
8772.0,806,708,134,441.4,2012-03-22
8773.0,448,678,10,181.07,2012-07-04
8774.0,415,1104,564,48.5,2013-09-22
8775.0,1177,490,110,68.21,2013-07-03
8776.0,588,230,24,488.63,2014-05-31
8777.0,859,533,331,98.98,2012-01-20
8778.0,825,412,30,297.52,2012-10-31
8779.0,135,505,238,344.64,2014-10-27
8780.0,537,1084,528,429.75,2013-06-19
8781.0,910,433,453,26.74,2012-08-30
8782.0,257,769,460,281.13,2012-11-27
8783.0,310,694,21,467.75,2012-10-27
8784.0,415,533,336,397.7,2012-05-12
8785.0,98,521,169,442.64,2014-03-09
8786.0,734,1002,291,222.75,2013-10-05
8787.0,581,695,30,90.72,2012-12-28
8788.0,55,1094,57,300.43,2013-07-07
8789.0,178,306,447,373.13,2013-03-04
8790.0,865,787,668,261.4,2013-04-10
8791.0,556,589,55,259.824016013485,2012-09-24
8792.0,891,1193,473,490.51,2013-05-26
8793.0,147,753,267,362.41,2012-09-21
8794.0,569,941,58,486.78,2014-08-27
8795.0,763,1143,6,229.11,2013-11-19
8796.0,811,80,610,330.1,2013-01-29
8797.0,973,557,44,133.42,2013-07-03
8798.0,517,233,652,415.37,2013-09-03
8799.0,856,203,21,52.64,2015-01-02
8800.0,1159,74,482,104.9,2013-08-06
8801.0,580,255,14,157.56,2012-08-02
8802.0,617,18,597,151.18,2014-06-19
8803.0,943,1024,268,91.46,2014-02-23
8804.0,13,262,14,324.94,2014-05-03
8805.0,985,331,40,453.42,2013-12-29
8806.0,1101,156,317,461.93,2012-12-11
8807.0,1029,875,3,391.52,2014-05-28
8808.0,701,312,18,73.61,2012-12-10
8809.0,992,287,26,56.98,2014-12-04
8810.0,1013,869,422,218.36,2014-04-23
8811.0,1165,733,31,17.27,2013-05-11
8812.0,160,343,23,195.82,2012-10-12
8813.0,265,868,60,272.75,2013-10-07
8814.0,657,597,472,480.97,2013-05-19
8815.0,1152,296,40,391.06,2014-07-19
8816.0,564,323,285,251.34,2012-10-21
8817.0,955,789,340,302.49,2013-11-30
8818.0,587,270,49,329.05,2014-03-02
8819.0,192,917,148,185.33,2014-11-21
8820.0,848,605,51,114.75,2013-07-21
8821.0,194,775,31,461.86,2012-03-28
8822.0,477,54,32,210.72,2014-03-26
8823.0,165,19,41,83.38,2014-06-19
8824.0,1046,788,304,106.22,2013-06-03
8825.0,456,24,15,438.38,2014-02-05
8826.0,444,610,638,421.23,2014-10-27
8827.0,321,1129,677,72.32,2013-04-14
8828.0,732,368,542,497.18,2014-11-19
8829.0,542,1054,37,24.0,2013-11-15
8830.0,970,690,217,290.02,2014-08-14
8831.0,629,206,36,148.7,2013-10-19
8832.0,407,850,59,469.26,2014-08-06
8833.0,336,637,20,391.8,2012-10-07
8834.0,1089,285,31,237.65,2014-07-15
8835.0,807,1008,676,82.2,2014-05-29
8836.0,1140,475,67,272.39,2013-01-21
8837.0,392,800,163,348.46,2013-12-27
8838.0,32,841,648,384.94,2012-09-20
8839.0,843,1036,495,28.59,2014-07-23
8840.0,1131,895,10,172.31,2014-12-06
8841.0,951,235,42,351.6,2014-06-08
8842.0,18,815,49,138.97,2012-06-30
8843.0,889,1102,69,433.5,2013-03-17
8844.0,241,246,36,373.06,2014-06-06
8845.0,136,44,362,120.43,2014-11-09
8846.0,497,219,44,33.92,2012-06-07
8847.0,951,1027,84,251.54,2013-09-02
8848.0,95,1120,322,87.18,2014-01-24
8849.0,496,969,148,492.85,2014-10-26
8850.0,135,135,38,278.28,2013-12-18
8851.0,738,381,54,269.89,2012-03-21
8852.0,1121,868,637,245.67,2013-04-15
8853.0,381,171,64,103.16,2012-06-06
8854.0,882,945,477,66.12,2014-08-27
8855.0,954,1145,422,479.12,2013-08-06
8856.0,178,1133,50,318.42,2013-05-04
8857.0,777,549,691,363.53,2013-02-05
8858.0,655,842,614,419.84,2013-01-09
8859.0,741,1040,284,277.02,2012-08-23
8860.0,249,312,40,166.31,2013-07-10
8861.0,891,27,45,197.84,2014-09-16
8862.0,810,263,19,282.13,2014-09-23
8863.0,40,654,12,406.83,2013-01-22
8864.0,1178,920,29,167.93,2014-10-15
8865.0,684,72,52,339.07,2012-12-28
8866.0,622,1161,342,386.03,2012-07-02
8867.0,630,473,24,138.49,2013-10-09
8868.0,114,132,240,499.58,2014-06-18
8869.0,343,118,32,470.76,2015-01-03
8870.0,1035,371,425,103.98,2013-12-18
8871.0,65,304,458,354.69,2014-09-11
8872.0,573,373,79,457.93,2014-08-12
8873.0,686,221,17,16.62,2012-05-20
8874.0,939,701,14,142.52,2012-09-20
8875.0,508,618,141,492.64,2013-01-14
8876.0,499,341,95,266.05,2013-02-09
8877.0,1093,1134,61,197.97,2013-08-04
8878.0,1079,564,157,161.38,2013-08-25
8879.0,1177,425,294,120.44,2014-11-27
8880.0,751,39,51,469.86,2015-01-25
8881.0,5,765,39,261.29,2013-03-18
8882.0,968,665,47,151.02,2012-08-01
8883.0,583,585,699,55.73,2013-03-01
8884.0,476,68,507,246.42,2012-11-13
8885.0,344,586,184,357.71,2012-10-04
8886.0,799,1019,15,307.54,2014-02-11
8887.0,223,162,512,51.74,2013-11-15
8888.0,997,964,487,324.73,2014-08-16
8889.0,1002,1052,601,64.97,2014-01-07
8890.0,458,1193,379,391.65,2012-11-18
8891.0,1077,1121,132,422.49,2014-06-10
8892.0,548,516,80,86.45,2013-01-17
8893.0,1082,594,186,207.83,2013-05-30
8894.0,622,109,29,181.24,2012-01-09
8895.0,338,825,530,444.17,2012-06-15
8896.0,34,977,329,305.67,2014-08-02
8897.0,242,693,600,419.04,2014-06-07
8898.0,820,522,269,55.6,2013-05-26
8899.0,861,558,11,63.65,2014-09-11
8900.0,555,996,590,82.08,2014-12-04
8901.0,567,547,30,22.78,2012-12-30
8902.0,940,878,25,259.824016013485,2014-11-09
8903.0,770,997,367,69.22,2014-10-05
8904.0,190,529,23,189.5,2012-06-07
8905.0,715,194,57,352.4,2013-06-15
8906.0,632,15,43,108.77,2012-02-14
8907.0,725,93,26,238.88,2013-08-20
8909.0,385,200,10,380.15,2014-08-01
8910.0,200,640,652,486.8,2014-03-06
8911.0,255,986,411,279.81,2012-03-20
8912.0,667,957,39,358.21,2012-11-28
8913.0,859,71,49,160.37,2013-01-04
8914.0,925,840,20,285.34,2012-08-13
8915.0,503,286,40,77.68,2014-03-19
8916.0,181,1114,329,448.63,2014-05-10
8917.0,1186,264,60,391.7,2014-02-16
8918.0,679,779,35,367.03,2013-09-22
8919.0,865,718,52,27.57,2012-11-14
8920.0,920,188,694,306.76,2013-01-29
8921.0,742,1092,187,87.06,2013-04-12
8922.0,1167,1042,252,385.59,2013-07-16
8923.0,8,834,331,316.33,2012-06-12
8924.0,933,702,37,57.02,2014-09-28
8925.0,114,976,570,253.32,2013-02-18
8926.0,26,1092,505,66.0,2014-09-15
8927.0,586,1166,55,86.85,2012-02-09
8928.0,573,33,457,273.07,2015-01-26
8929.0,708,654,39,405.71,2014-10-01
8930.0,33,132,528,268.1,2013-05-06
8931.0,116,1125,238,104.69,2012-09-24
8932.0,699,1067,56,342.81,2014-11-10
8933.0,432,542,47,470.52,2013-10-16
8934.0,789,1183,38,311.67,2012-04-04
8936.0,1111,1081,14,65.43,2014-07-31
8937.0,140,717,56,47.82,2013-12-14
8938.0,615,141,31,475.46,2012-02-21
8939.0,147,1189,548,319.93,2014-05-04
8940.0,618,423,47,18.83,2013-01-29
8941.0,923,498,35,173.05,2012-01-15
8942.0,490,1036,467,352.11,2012-01-06
8943.0,567,234,675,278.9,2013-02-21
8944.0,773,1029,372,257.19,2013-03-31
8945.0,221,61,20,73.29,2012-08-30
8946.0,20,633,496,306.45,2012-04-30
8947.0,1130,865,546,265.82,2014-05-14
8948.0,397,274,24,163.73,2014-11-05
8949.0,497,110,5,364.11,2014-04-30
8950.0,31,1059,136,267.44,2013-12-29
8951.0,1073,727,36,147.85,2014-01-13
8952.0,362,679,10,240.06,2012-10-06
8953.0,1080,546,632,255.24,2014-01-19
8954.0,652,857,492,362.77,2014-03-30
8955.0,87,549,179,490.52,2014-12-07
8956.0,219,22,25,375.74,2014-10-23
8957.0,485,1031,27,385.48,2012-10-27
8958.0,733,1175,36,427.37,2014-09-05
8959.0,1197,974,32,77.09,2014-08-14
8960.0,731,798,58,162.25,2013-10-28
8961.0,481,1162,593,153.88,2012-03-18
8962.0,793,717,1,39.8,2013-06-02
8963.0,1169,495,38,275.58,2012-04-26
8964.0,870,322,115,291.21,2013-10-03
8965.0,99,785,99,42.78,2014-05-29
8966.0,312,821,104,337.36,2013-12-11
8967.0,1047,100,590,329.44,2013-09-12
8968.0,771,483,694,487.57,2012-06-10
8969.0,219,759,31,404.47,2014-05-28
8970.0,100,784,196,270.98,2012-04-11
8971.0,137,1013,364,330.89,2014-01-31
8972.0,927,618,131,244.2,2012-03-29
8973.0,99,1026,241,301.83,2012-04-22
8974.0,744,741,580,111.45,2012-01-08
8975.0,456,565,390,24.77,2015-01-18
8976.0,893,63,51,265.0,2012-04-28
8977.0,1126,371,235,382.52,2013-09-24
8978.0,626,305,518,137.3,2012-10-03
8979.0,100,596,193,234.12,2014-03-17
8980.0,1097,486,70,414.2,2014-02-22
8981.0,276,349,6,267.45,2014-07-28
8982.0,288,789,489,439.1,2013-12-12
8983.0,448,864,461,92.79,2014-07-13
8984.0,23,238,22,81.44,2014-10-15
8985.0,332,550,35,194.22,2014-12-05
8986.0,549,557,67,331.61,2013-05-22
8987.0,121,619,1,304.54,2014-05-27
8988.0,637,502,51,348.63,2014-07-04
8989.0,750,495,21,366.76,2014-10-28
8990.0,568,358,16,353.6,2012-08-13
8991.0,142,586,133,249.74,2013-06-13
8992.0,932,703,12,219.73,2013-07-02
8993.0,62,67,166,368.49,2013-04-09
8994.0,903,1050,2,282.7,2012-12-07
8995.0,39,194,110,207.75,2013-11-25
8996.0,538,980,562,39.18,2014-11-05
8997.0,1041,1100,536,307.35,2012-04-04
8998.0,1095,94,10,318.78,2015-01-18
8999.0,689,144,199,286.26,2012-08-28
9001.0,833,1117,2,489.24,2013-03-02
9002.0,1189,844,632,145.79,2012-08-04
9003.0,360,209,295,434.04,2014-03-01
9004.0,929,937,33,28.6,2012-02-09
9005.0,49,1053,40,323.35,2012-02-25
9006.0,336,819,32,413.78,2014-04-12
9007.0,221,515,519,359.9,2013-04-09
9008.0,71,363,33,447.72,2013-11-22
9009.0,330,248,9,209.26,2012-05-17
9010.0,163,170,60,234.26,2013-11-24
9011.0,574,684,281,388.79,2014-09-04
9012.0,150,1098,237,31.78,2014-11-04
9013.0,93,580,510,259.824016013485,2012-08-14
9014.0,209,232,14,64.34,2013-04-10
9015.0,252,55,20,99.97,2014-01-02
9016.0,402,694,68,27.53,2013-01-30
9017.0,1182,603,45,85.03,2014-04-11
9018.0,756,270,20,376.6,2014-03-03
9019.0,831,776,20,14.75,2012-09-12
9020.0,708,764,44,440.96,2013-08-29
9021.0,171,508,626,264.99,2013-10-26
9022.0,459,356,406,120.21,2014-09-27
9023.0,588,402,108,450.03,2014-07-04
9024.0,1043,798,26,182.74,2012-03-31
9025.0,1045,86,16,428.07,2013-06-09
9026.0,436,381,57,234.34,2012-07-17
9027.0,933,786,197,39.66,2013-07-26
9028.0,80,1084,505,166.83,2013-08-16
9029.0,301,840,60,235.95,2013-02-02
9031.0,1065,871,60,109.5,2012-12-30
9032.0,907,383,38,335.79,2013-11-24
9033.0,557,416,338,221.75,2014-04-27
9034.0,1104,1139,25,480.32,2013-08-26
9035.0,765,1180,212,234.06,2015-01-10
9036.0,65,930,564,237.17,2013-05-26
9037.0,196,568,29,296.53,2012-12-13
9038.0,491,25,493,149.27,2012-04-03
9039.0,346,541,17,306.92,2013-09-04
9040.0,728,399,61,232.34,2012-12-05
9041.0,916,436,634,20.79,2013-03-08
9042.0,455,46,5,485.95,2014-03-18
9043.0,107,979,22,137.75,2013-10-25
9044.0,334,509,1,381.05,2013-12-05
9045.0,712,481,602,157.63,2013-08-11
9046.0,1011,585,589,287.07,2014-03-19
9047.0,397,727,6,25.56,2012-11-09
9048.0,427,330,63,254.51,2014-08-25
9049.0,124,997,99,478.13,2013-12-12
9050.0,557,1073,165,47.22,2014-05-17
9051.0,509,916,332,444.5,2014-03-01
9052.0,671,313,312,470.19,2013-03-19
9053.0,585,504,60,153.01,2012-08-20
9054.0,562,267,44,79.26,2013-10-19
9055.0,339,883,620,203.57,2013-07-21
9056.0,1040,604,544,357.82,2014-05-13
9057.0,433,1000,25,107.75,2012-01-21
9058.0,966,1018,29,80.52,2014-08-27
9059.0,7,979,575,96.55,2013-11-19
9060.0,55,386,263,201.05,2013-02-15
9061.0,42,175,43,271.43,2012-11-29
9062.0,54,394,365,223.98,2014-06-04
9063.0,136,698,232,383.75,2012-12-18
9064.0,970,408,52,79.12,2012-10-06
9065.0,281,1138,551,398.2,2012-08-25
9066.0,442,600,24,243.05,2013-01-27
9067.0,1164,764,618,434.92,2013-02-27
9068.0,603,529,416,206.46,2014-04-24
9069.0,149,12,527,378.05,2013-09-23
9070.0,248,460,372,55.39,2013-05-08
9071.0,100,1112,47,311.94,2013-05-05
9072.0,1063,582,28,486.38,2015-01-28
9073.0,1152,243,399,332.5,2014-08-31
9074.0,612,94,20,172.86,2014-06-06
9075.0,119,81,588,80.53,2013-08-27
9076.0,493,407,56,463.84,2013-09-02
9077.0,443,895,12,141.52,2012-03-27
9078.0,1159,1131,1,287.09,2012-12-04
9079.0,372,557,36,317.33,2012-10-18
9080.0,72,960,600,232.08,2012-07-28
9081.0,785,547,521,402.75,2012-10-09
9082.0,783,880,484,270.1,2014-10-23
9083.0,715,455,21,114.32,2014-07-05
9084.0,348,371,291,197.64,2013-08-02
9085.0,1193,15,21,461.75,2013-08-22
9087.0,208,190,8,456.28,2015-01-26
9088.0,295,203,57,267.16,2014-06-20
9089.0,761,434,680,259.18,2014-06-06
9090.0,744,481,414,71.04,2014-05-24
9091.0,321,58,247,262.63,2014-03-23
9092.0,609,362,262,59.71,2012-09-08
9093.0,1039,400,97,40.43,2014-09-24
9094.0,116,289,515,377.74,2013-10-14
9095.0,826,918,66,183.27,2013-05-07
9096.0,804,1141,229,105.63,2014-07-03
9097.0,154,468,546,76.16,2012-03-11
9098.0,170,890,124,38.68,2014-01-19
9099.0,217,352,419,331.19,2014-11-16
9100.0,537,412,219,55.9,2012-04-16
9101.0,88,413,56,127.93,2013-12-21
9102.0,104,567,69,213.7,2012-10-29
9103.0,828,1045,535,121.21,2012-02-17
9104.0,1187,1159,43,460.22,2014-06-27
9105.0,493,632,36,273.32,2012-05-27
9106.0,434,575,12,410.3,2012-12-24
9107.0,596,1114,652,363.79,2014-10-07
9108.0,762,1172,611,484.57,2013-09-12
9109.0,44,759,64,481.43,2013-12-02
9110.0,579,342,21,425.2,2012-03-28
9111.0,1094,1036,283,367.66,2013-07-29
9112.0,1134,219,54,213.79,2013-06-26
9113.0,1021,391,35,496.45,2013-09-02
9114.0,1177,103,49,489.42,2013-04-26
9115.0,1161,419,345,145.8,2012-01-12
9116.0,826,777,599,215.92,2013-02-26
9117.0,480,926,29,93.93,2012-08-08
9118.0,846,734,24,124.83,2013-04-05
9119.0,725,792,50,438.2,2014-09-09
9120.0,271,503,32,79.27,2013-08-15
9121.0,830,301,28,312.67,2012-12-21
9122.0,1173,1016,5,194.57,2014-02-07
9123.0,496,70,67,48.39,2014-09-30
9124.0,165,617,540,89.25,2012-10-08
9125.0,872,500,106,119.77,2012-12-19
9126.0,43,477,4,374.87,2014-08-02
9127.0,506,938,264,437.83,2014-12-03
9128.0,371,132,340,29.65,2013-12-22
9129.0,681,515,336,206.36,2014-11-01
9130.0,250,733,59,216.16,2014-12-23
9131.0,423,1169,270,343.05,2012-03-16
9132.0,195,929,348,440.55,2012-01-13
9133.0,32,72,53,223.25,2014-12-23
9134.0,981,606,29,100.3,2013-02-20
9135.0,162,1124,510,192.34,2012-04-25
9136.0,1094,626,460,131.66,2012-04-25
9137.0,295,174,41,343.62,2014-04-26
9138.0,421,664,14,137.84,2013-02-10
9139.0,999,1053,33,135.73,2013-09-10
9140.0,59,149,282,376.36,2012-09-11
9141.0,1063,95,34,99.89,2014-12-26
9142.0,69,1092,202,248.05,2013-10-26
9143.0,312,190,28,417.61,2013-04-01
9144.0,418,1133,1,476.66,2012-06-01
9145.0,825,701,19,174.45,2014-07-01
9146.0,287,617,373,135.79,2014-09-09
9147.0,1141,990,33,192.32,2012-11-17
9148.0,894,743,30,368.28,2014-05-07
9149.0,871,1035,14,150.43,2012-02-14
9150.0,338,1100,416,153.76,2013-07-19
9151.0,931,62,4,134.89,2013-02-26
9152.0,357,968,6,144.81,2014-05-25
9153.0,578,964,306,163.35,2013-02-01
9154.0,970,994,551,287.1,2013-01-24
9155.0,903,1115,55,61.29,2013-05-31
9156.0,16,137,498,322.07,2014-07-31
9157.0,386,510,55,218.67,2013-05-28
9158.0,719,322,226,415.65,2012-07-11
9159.0,766,439,27,237.12,2013-04-29
9160.0,905,872,30,356.11,2014-09-29
9161.0,80,331,26,342.0,2014-10-12
9162.0,626,683,11,44.32,2013-08-21
9163.0,502,333,2,104.57,2012-04-29
9164.0,243,1180,95,276.16,2013-10-21
9165.0,236,883,529,218.67,2013-05-31
9166.0,852,917,258,106.51,2012-12-24
9167.0,280,185,613,458.53,2014-04-13
